x,y
49.50821144269981,14.35
44.5962573436416,17.78
84.38232981023202,43.35
67.16104355141759,29.7
80.05134624406215,37.96
52.30460915094917,22.72
45.28018199814295,13.18
84.09353994201045,41.81
66.37714461644109,34.36
85.5815597916404,35.99
74.03599583448853,35.98
50.07931557261104,20.91
20.703233968488142,14.15
54.53470577841241,27.7
38.39802422768618,14.63
63.352840785106366,29.42
63.68366205557116,34.91
41.72810641032768,17.93
65.7238842545265,26.78
103.62395571097449,37.87
24.557563465385922,11.49
19.269784553525717,5.59
45.734922173002765,16.96
67.84669658538228,35.41
60.72561917494541,26.34
64.62965443104362,23.79
64.79837621505123,27.14
31.68364296645135,13.74
61.64739715244271,26.73
29.63698386127335,6.64
44.02808847216469,16.34
53.71987136676924,21.09
1.7311327725415566,13.96
48.72902626706254,21.6
25.210808800487875,13.11
26.137820174815772,24.37
27.7074734784086,16.97
48.70013847537535,13.55
102.78707908914433,49.16
58.97515084599559,24.23
54.84852797953353,21.06
86.2930446577255,37.96
66.27685668237017,35.21
47.14588903250818,16.28
28.805543220062304,12.12
52.99543344806983,16.04
48.82238140786072,17.22
62.95029293108058,38.11
57.392137697338214,27.19
41.732719139384486,24.87
48.88901856090854,25.29
79.56232950860513,35.11
68.92193043647725,32.86
36.76727711361205,20.1
37.688542845386564,13.08
58.305944777781015,23.16
46.58276080721067,27.15
40.66574823119362,25.45
16.278902035064213,6.73
63.10995278750232,29.09
29.273110313468713,4.91
72.7029016077902,35.31
37.13956479578532,22.82
14.126328008817723,3.77
22.11167237171267,14.29
59.46063106913191,32.54
46.21100813560255,20.9
51.439583716919536,18.65
66.73913264669608,27.49
20.1089532206365,16.33
51.28781158100921,25.44
70.0919829335205,31.55
68.08465075322985,20.58
65.56810306868695,25.7
48.0141775113297,19.93
63.339452956686266,22.71
67.50436989427797,38.46
7.133006281082068,7.77
22.285200826100112,17.3
19.698679500912164,12.05
62.708281772942584,33.34
26.769644625441003,4.21
47.77138041423726,23.13
31.91044468125448,19.0
64.73407246776839,35.9
28.844544513559924,16.9
73.00938513559808,33.17
43.912415018931426,16.09
48.45903978732906,29.35
55.20653546157004,21.84
32.33799917350029,19.65
59.78174926015092,29.35
18.128498769577828,2.78
38.77528487950075,20.21
35.956854387233555,23.32
45.30702777324221,32.64
-9.23823606480562,3.14
16.901688985674546,15.84
49.57390482852624,15.25
35.77244552784078,16.38
52.59867338040993,21.13
52.43426375457719,15.65
89.24383681481311,27.53
35.01335237021873,20.82
49.78930354657042,25.2
43.70413609699516,15.4
66.01444530541082,34.46
25.998937453763382,13.93
61.50524107859388,32.13
11.76432944027055,6.26
50.30496538709795,21.58
88.68694071653829,47.25
65.09849006283335,27.22
54.44822115871175,30.25
37.70936686676053,16.14
46.663210784622876,32.4
20.898202921671345,16.56
50.7379805926341,29.65
58.6368888748133,23.21
52.154766613326075,23.12
52.84971848830792,26.79
29.86981873920032,22.73
78.56897045783377,34.5
49.11597787580693,21.27
76.44449114261005,28.28
72.95525841843788,36.56
58.98391306305761,27.58
16.604042689490356,3.43
83.61293434386505,41.84
44.12909292010826,25.92
8.647764639037952,5.44
60.072512292829124,25.37
28.19124612066153,15.96
53.89672877985957,20.08
16.27712201774495,16.07
66.82903626027449,19.25
55.85364245934405,23.72
48.838284579368846,31.78
62.234815914448774,31.55
54.658242277223465,18.44
72.0722777445921,33.27
49.95294056876639,23.49
40.960452151833586,23.65
50.96094022387752,26.14
37.95949729916554,20.65
14.045191907428695,-1.14
22.04533620955973,12.34
64.06677158421346,22.19
43.075576076880196,26.17
40.394164962137594,17.31
75.04066409667537,31.93
27.606631079452985,10.47
34.89265044580863,7.66
35.40090646455166,7.91
36.858939707966144,12.84
51.71721023997577,20.04
71.47814716560646,30.29
49.897810741340976,20.41
52.45549489446395,20.82
80.17994296526479,37.56
36.150945544379596,18.55
77.73231187199809,38.7
40.600810285739136,17.16
38.35408608013686,19.0
83.31917462670872,37.8
44.31936022654095,20.28
47.81966893159603,15.69
61.401999054104486,22.03
70.43368942508567,37.52
47.51623603682437,26.82
90.74908335549058,39.45
65.1760371398393,29.13
74.97189702589706,43.64
62.635636703136065,25.45
46.23756577514887,23.43
66.63193677947311,28.25
81.46826722971682,40.28
42.079390303665605,18.79
67.65462153212651,28.61
31.64358686262975,19.82
75.13889988568383,33.49
69.85053093929227,25.48
67.90537412300425,36.27
36.01876571220473,20.03
99.53564449389536,45.94
33.26333720145445,12.29
85.47426268957878,35.15
11.767948929703167,8.03
47.17161165630246,28.93
68.36116789216393,24.54
15.79257468110643,14.86
60.65868224978328,29.78
27.492615692209554,18.39
72.70427021874212,27.16
82.30472703296323,26.22
49.99978426952015,22.44
76.2501226844347,35.57
49.29917836283434,14.96
63.952680730253164,31.81
57.33605550298239,25.22
80.26064985080228,32.35
35.32712040642092,23.78
-10.290121762455144,-2.99
87.05992691023661,41.56
41.36570018569157,12.95
31.29543275250232,14.84
61.6218649175933,33.74
37.214170540118246,24.8
76.72886198678151,29.19
37.1273143015283,12.31
67.74297843152563,38.41
23.774998861500958,12.53
23.470975023419278,15.41
103.91077573663372,55.6
27.110842780288003,16.22
45.908984667611605,17.41
66.1920270061858,33.25
104.77827501585833,48.68
43.51775717715856,23.91
35.63065745702131,22.81
65.08754464352319,36.75
36.848064704871604,20.51
39.6686571667932,28.42
52.70575628001838,28.05
40.73104159924825,5.22
49.52993459677262,22.69
46.50752471621328,25.71
58.337388646136375,32.3
38.790593440574376,16.39
51.13917203827768,21.95
18.35208715150225,11.94
51.363027517509735,16.27
26.046342846742327,14.65
43.823444384463684,17.03
68.44395058975464,27.08
40.00264108562045,12.55
7.571032598474446,-8.82
45.80928602080574,14.77
70.00969961345383,25.96
38.52550074325315,17.81
37.29093609959851,18.56
25.287626824027427,4.11
72.7338898967708,35.09
40.78824612787018,19.81
26.53418694470463,13.58
39.90030081008995,20.01
49.74061457720078,26.03
37.117765560867554,19.96
32.96523395710392,16.25
21.819177823596682,7.99
79.0495106631959,26.08
36.98048431672415,21.37
64.48122668803079,31.96
59.20422575215606,23.15
24.02717461571116,14.78
64.15894308871597,29.71
40.81428356319654,15.08
42.382444945012985,19.36
68.14301691555,31.15
59.161254491300795,33.85
16.636008605611913,11.39
63.29220271854832,19.83
34.24143148312077,18.64
41.59890771405728,17.87
64.66700403743417,33.17
40.64844070411641,24.63
46.677015629716905,21.43
85.03875557168087,36.35
26.10044632214739,17.54
26.55950948110375,12.35
45.68892981897606,23.77
74.6844938531277,35.48
50.49963244988178,24.93
39.13342360011853,24.47
67.36732081540765,32.62
41.96422896472838,20.36
73.11479318549598,32.51
34.07944503132629,12.0
36.00596551479926,19.97
21.104592738420067,10.03
44.9025887580753,25.26
54.923127581383596,17.76
53.53659543725225,24.64
55.62294924159165,24.56
71.74273449739239,38.51
59.536371684582754,32.7
33.22220268490121,16.11
83.62693029675378,40.82
77.85020454526469,32.86
18.096857734244228,3.09
28.71169387883338,15.1
23.08271261562141,16.49
74.5278414238668,38.14
21.54816766306533,13.74
35.94011522206763,7.47
15.796731859946696,16.03
51.65374561732579,30.67
33.02625720957086,22.68
61.71446721956695,37.49
35.08424458602916,13.01
68.93709223285556,34.85
43.26226281834043,31.51
46.99465165829437,22.08
39.91379017172899,9.27
46.93559043795789,22.19
45.8506451996647,24.23
32.53297810917219,17.9
64.52693945109203,26.6
65.20417078745896,39.39
31.703681299706957,23.89
82.00992863549871,41.66
2.971818192830547,15.92
2.277228001083259,-6.83
48.004573041004775,21.82
71.47200437423265,43.1
107.77766512548044,45.25
67.26112474019038,31.5
70.70661876600515,39.19
48.791743395401575,25.31
25.754984748786942,10.65
70.7006832836231,34.03
49.16497550976634,22.31
82.32557134727855,34.5
49.782594951721826,24.7
58.382893910713044,36.28
71.38033165172544,35.53
68.58304100141197,27.83
50.22021032751639,14.46
75.80093302504002,32.49
25.612244098217367,9.94
39.00911297547928,21.26
44.10937133419095,22.06
56.91827619720379,30.62
77.66297518074302,35.58
16.509565537151147,14.98
73.52446829478966,30.61
38.04173790261487,9.27
10.946665571456208,5.28
54.064289587750544,17.13
40.73667559882827,25.57
34.216311105828616,24.22
51.32443702179611,23.04
30.295927755350863,14.15
53.02060960902036,16.76
72.55338043883881,24.88
21.164457031876868,15.18
59.13994324465945,16.97
11.02152436130907,6.42
46.84520929969624,19.9
21.464066177216623,10.18
48.01385447104023,19.94
16.074934570401346,2.44
45.32436356253561,20.55
22.824397609811143,6.38
64.37798960997335,23.28
40.80961447649745,24.76
69.05027404233363,30.99
45.47637873390117,21.07
37.80123796599901,18.18
74.66063917796083,20.04
29.38120932631637,11.74
86.15082541626754,28.34
40.48574028470907,14.96
20.913851339489714,13.51
28.234270963602807,11.47
64.20603418201276,26.94
47.7258548824431,22.23
42.746661767355405,22.39
77.40175809168151,42.73
24.076751810081248,14.35
61.13349861675346,28.76
60.70232690966468,29.75
70.59564836882751,29.43
46.52437447352577,36.01
49.752674569242195,17.79
28.3397089387144,11.58
51.850841275838114,18.61
14.65060204396476,8.87
50.65749687079413,24.6
24.10525424028307,10.33
27.188732662648263,15.85
29.959176610142965,6.88
26.470786408344065,22.47
76.47081443154909,37.95
50.33450107513857,27.57
33.70695219831187,19.42
59.70049508221802,27.22
58.19632316838361,33.85
51.760388406454794,20.78
63.10573336348343,29.48
42.43747229682232,26.11
46.03507037620345,21.67
65.2894043464309,35.12
38.65629001865046,15.33
57.91426488295246,29.01
57.45448826986776,25.79
74.43570527673768,30.12
33.97954632567445,15.92
55.47965879080767,22.56
63.16129079137957,26.96
54.30020263780799,26.39
91.22899490829828,49.45
40.74159510633618,21.5
100.05665288672722,42.18
44.96168737280117,31.47
69.851242081691,33.44
71.57826369194468,26.37
89.91018681964766,35.69
37.64413924616123,14.21
67.6611587116561,28.69
53.42640120440142,18.7
85.43905918622397,35.88
31.857151303949394,10.87
79.8871849934754,25.43
24.092429637153167,11.59
51.50484955252499,19.15
28.32698117031981,21.04
69.99386323225286,32.49
82.34497561330903,42.74
48.20840628213428,24.21
42.835450956307426,12.55
84.53249419421388,31.1
36.385768004919306,24.15
52.471804978839316,20.57
27.036439911088024,12.76
51.16261943075789,16.14
27.788231126550365,16.62
9.486463040892701,0.41
81.16576196679142,30.14
53.189589648023215,15.81
26.389468953324183,5.85
53.55223739016947,27.02
63.283934988796545,35.88
65.0845918759167,28.08
23.63293110129844,8.0
22.40967105432741,22.35
51.36127180218585,9.72
22.692292290424984,11.19
73.9090540364166,30.4
48.0388316365497,15.43
59.99716003614234,27.43
53.53373023033214,25.12
71.72872854351053,27.19
-12.38413803286582,-12.27
50.26096558159073,23.77
43.13626536198308,23.95
31.21675348316046,15.48
47.10101609375407,27.22
49.77481162807142,19.02
35.304769740471414,17.93
90.42425152687852,40.56
10.155414031645279,13.2
67.4602618155829,28.25
55.78863829269741,16.46
71.80815606246986,37.11
77.08447693358777,37.58
41.0638794568546,19.44
34.00822940073841,19.15
15.561924748731393,6.72
33.51361430513023,14.67
71.34695352279334,39.6
30.2144826146438,16.78
71.1514636839778,20.03
44.826234151900245,14.7
41.59648273002554,26.75
62.93558298718685,25.98
48.724752743739145,24.56
69.9024551403617,33.06
66.51004306743306,34.82
75.36749509272175,36.9
57.98218104857323,15.96
10.585794819387097,-2.67
48.947301908897856,26.83
7.952548584548666,-1.38
89.40985026197612,35.92
65.97578936001372,27.3
60.07209648903002,27.02
52.36946043026197,16.97
-4.732696124850158,-0.05
93.11848657656216,43.09
20.310856143862654,10.71
26.070158028825603,8.5
38.092355724932574,17.72
43.763214982789314,17.57
47.21875852531035,14.7
28.51499701851914,9.66
39.75265612111758,27.35
59.50813709530021,28.35
52.17232957822444,22.83
53.92920504421669,19.0
22.60261898918765,12.62
76.45990664542435,35.26
28.665804474447036,16.88
71.9129164632358,23.75
71.66707304184966,22.16
27.654470403694404,19.25
38.69003659034909,20.76
52.744089262768625,30.06
56.59628051664061,36.34
47.88993305010305,13.57
86.71717601022537,36.01
44.88585281573918,23.49
31.373283258373053,17.47
45.433565256812464,24.63
46.776360386213845,18.04
39.09753642133937,16.43
52.99600043461492,14.19
67.21494536982347,29.93
34.11351117064304,19.79
42.02301610012822,18.94
0.1954251164680798,1.05
35.45116805300367,11.82
43.5766228929415,23.78
57.711414096595476,19.08
20.054966352648833,16.5
61.64708335070493,22.19
61.0864132307933,27.6
13.699928458040503,19.01
85.25688516984769,35.74
33.92824176209311,9.09
18.862732263038918,7.53
55.21213032935221,35.01
75.65721961234406,35.21
54.45134820531672,32.03
49.04664892274816,16.26
63.087039344661676,24.29
64.70005707976044,21.36
43.7697857714972,22.24
53.9377778586088,28.45
50.00149960705127,17.63
74.29337625618247,24.22
39.701491529012195,20.37
57.76554178028448,25.43
65.31881996636817,27.64
65.87205481319984,30.34
58.8855121705655,22.15
30.49950929915537,14.88
46.541106085958425,21.46
59.22491111909452,29.85
60.26525797415651,30.52
37.677633433202715,15.93
66.78486798512536,29.91
48.60866050209181,30.88
43.429771037275636,22.55
87.99657759823123,41.28
55.68971600872009,24.4
39.26202928980694,27.51
51.88873825159982,23.76
51.968338592157394,17.56
18.92092862155845,17.28
56.643660286289204,29.38
34.64329108080784,13.24
69.09505137908612,30.71
32.11492747662684,28.65
9.936772508222177,9.86
58.46916993834257,19.69
23.737457177743497,10.0
51.87730954445401,25.02
56.989642523951886,20.41
36.78273575529981,23.98
46.058405679370736,17.19
34.883374149258515,14.92
71.46236034210537,32.46
70.19936704015319,35.97
34.780830805423605,8.28
66.77564086259024,29.15
54.18761244254698,31.48
60.79132237569068,24.83
53.302003921575455,23.74
64.86507459224555,25.81
40.76233228646163,24.57
53.28582318854993,18.35
42.22414005068008,18.64
50.0516606092427,21.7
49.72813627633274,25.98
53.35268037041589,18.73
69.5203860480453,32.16
58.99103379865154,28.43
-1.3711329843505098,4.67
47.76740433208539,23.86
42.18289322091621,26.12
46.581936946042646,19.24
57.45968462180256,24.71
23.806431898904066,11.66
9.538823426564242,4.74
30.312863552839666,12.95
21.611781317238105,8.36
50.05787450909161,22.68
68.2919295726466,29.06
49.49964048249721,16.85
30.951900034441078,14.32
91.21758373636008,26.36
64.90411828868,27.22
59.84826989547348,33.38
29.396610883342703,20.85
47.63838210400681,19.0
27.05333467982955,19.82
52.91514816520857,24.3
58.43122564758941,27.06
67.24409423276066,28.36
60.74866690753029,24.3
38.35180343500546,8.34
73.34639921767425,20.14
50.87685468986988,21.51
73.48294826548216,36.35
31.129647580661064,19.51
54.15956482640466,24.85
36.21146190979347,23.32
69.12010879146975,35.41
58.583997221617565,31.68
42.76412623963795,22.11
47.14230977549683,19.66
63.429803261577355,27.98
67.09408696735966,24.22
21.213247553824303,5.72
34.64721846411775,11.93
36.957389643027874,12.02
71.3761910738533,30.56
56.01699108955356,27.41
99.16603884143649,50.57
26.200541834820537,8.23
29.474988529309215,17.46
43.33680200973232,20.27
74.28108625346405,28.07
48.97922821277941,18.15
58.882766336603865,26.17
70.42067657118875,36.78
33.90362463906669,23.13
50.44328147180986,28.59
38.66031368564479,15.78
34.356601534969855,17.7
64.80896469796785,24.9
6.90721039734197,-0.01
70.58445247036403,27.3
76.22389823911504,31.43
82.0885875351552,45.19
67.88215694961426,21.38
30.507360376606638,11.74
73.78082939489971,29.4
59.950406220634456,39.68
87.09535258948905,42.41
38.58060231449931,27.03
58.817561057534164,32.54
22.972081050888065,13.88
35.33103605718688,8.02
52.87710069711745,15.29
76.4255633715342,33.32
38.30306900403363,17.99
69.71358511035095,21.33
31.85099467918773,21.24
24.2486005574696,1.74
51.8749897815893,16.65
68.5720199375384,35.42
37.00759854928032,13.25
39.363456673701705,21.45
67.20487776187329,28.92
95.36622992268875,38.81
55.791018507907076,27.96
40.23480604330894,19.59
14.454802193070911,2.21
47.58560995697462,13.43
64.07869129139895,24.19
26.694945737040854,9.93
9.153409535507791,3.45
35.40045353243527,21.17
47.37137472357777,13.2
38.870836056874204,13.19
48.38638502113514,30.5
58.21905747560468,29.98
68.45786793738641,24.49
54.914782485359446,25.66
47.370535787489075,25.05
57.29230247056486,29.23
64.00913803774561,16.54
95.44826739069919,41.25
58.67502058638287,28.42
71.92019924508142,16.2
39.532342664144586,20.7
37.26703670445184,19.02
59.238626864734954,21.69
59.90300705569503,32.36
45.60886037908408,20.71
24.31832233808207,16.79
63.11738480197271,31.95
64.80546874370013,31.9
29.557783533505848,15.69
62.70265877572632,26.25
68.03701210012579,30.7
39.387716361272936,24.83
71.84347390971325,30.04
28.77181062306544,9.54
80.38320675288324,32.86
54.67319571537189,21.28
36.32236589725371,24.59
52.34406072828107,12.51
46.10308302035738,17.02
79.54759814418001,38.72
6.437840681832554,18.51
57.87890463924908,24.81
48.486122528003285,24.34
51.86748048886472,20.06
30.880963194423774,6.76
78.9463086687511,36.2
59.35539017258621,32.08
41.77017337359452,22.72
40.50522768846123,18.8
60.68219719642123,26.23
29.598668419306627,18.77
55.90598430515485,22.61
75.2264529364354,37.84
35.62404984158597,14.23
54.059970894947156,22.53
54.913665890162264,24.42
54.08478648987552,26.66
73.46708078188726,25.98
85.94534651410066,29.97
56.30837396625814,20.46
83.90390546392632,33.57
99.95891227256507,39.17
59.66418897934241,32.32
33.25210673620323,15.18
65.50738386778909,28.77
15.488863286089142,6.14
69.27195159045368,33.14
56.57174176023647,22.98
66.8466514808926,32.1
25.30737656914472,15.41
44.47860113936143,22.47
52.22435505931267,17.39
45.27110077679111,18.62
62.24171399520893,31.49
33.94466420480916,17.61
50.689040077111706,34.2
56.36849050106372,19.27
24.969250553785184,17.69
60.638893962698745,20.41
40.601510395364855,20.35
49.56118820239588,29.74
63.28475176298653,27.36
45.76999001425616,26.39
50.858474853168396,26.46
61.27899741694263,32.12
20.18962190507095,23.56
32.332406858096356,17.63
20.670722694066356,9.34
36.7504724759179,20.79
32.446083627134485,22.12
51.067947223414514,20.81
20.960802662460974,7.72
75.59471982418856,28.28
29.61303649000218,18.6
83.47373276621626,44.03
86.39054034032712,30.5
34.36648992585842,17.69
74.00512587366049,31.76
65.77750031542728,34.21
42.72575185907486,19.83
28.34896979427696,12.45
47.70991210998754,16.24
39.53597043360844,20.63
66.79424390813784,24.07
21.645123833131493,9.83
40.63658632164167,25.62
97.22788450956585,50.01
87.24488677355919,36.67
55.786442354321096,33.22
49.27559071088495,20.48
63.04054044685225,25.87
4.104192048755344,2.48
14.734575687458182,15.87
84.54619140942327,30.0
49.05839337106056,28.72
29.94876678171019,13.59
87.7549598174098,40.15
53.51611126235007,29.38
38.12028771154033,18.4
61.88038777383032,28.52
64.28472654092076,28.77
52.28187780868142,21.81
14.99171348460284,10.36
71.64946265715119,38.31
42.037188449844805,27.28
42.484115343005165,14.07
32.82209800107442,16.69
66.16941170239288,42.99
34.28387785138402,11.12
90.83601900280314,46.5
74.07130381971406,33.27
74.46167035283777,32.08
16.34366969274157,9.63
85.2912181436156,37.87
20.029920284953903,20.18
59.84050298971386,29.7
44.605714796661516,20.7
54.75528750985092,26.48
28.02022781778509,8.7
8.457628667172486,7.73
46.08650693496397,21.54
57.605295229893386,33.0
52.73618087461837,22.54
42.098593459531784,20.19
60.36902289428616,31.69
20.715969022894107,16.42
32.369914236783174,13.47
43.74678680948629,14.43
70.79145300917624,25.97
51.39564192819319,23.94
49.576736283163214,25.43
35.15945912587564,11.58
83.1235609796305,36.82
70.03517645675433,30.61
90.39625777196032,46.55
53.36717888518666,15.32
39.74354637559164,15.18
63.22802007973614,31.9
47.305805099097434,22.8
87.87568114006099,38.18
19.724184186983365,26.51
51.18087105297638,31.21
87.33708960397061,43.95
57.250822055386394,31.39
77.91237040052332,35.33
62.46458042095446,29.36
53.054069235424514,25.27
38.65190395210134,15.08
59.09136269278724,20.63
54.6742509677764,24.67
36.59885096218588,13.21
0.9455998386805149,10.13
50.96927737388235,24.48
61.666306083330895,34.1
60.77107892816425,24.22
19.04757088548207,20.73
48.892126716777156,24.2
84.27432568321953,38.54
67.2133018257718,26.78
39.134268018841745,19.23
32.56570714198487,23.56
73.7321513410976,30.4
68.96724604352222,30.45
51.73263376699001,23.57
62.5269632588554,27.13
50.62077171933629,16.82
76.02028096520469,28.0
41.81654802706177,19.66
78.51857282130545,35.12
72.37689211256472,31.78
25.63689515298985,13.76
68.48096258385904,31.95
30.57543847877168,14.96
24.88715592044796,15.73
38.285177164546226,30.01
25.222903579465626,20.57
78.79261981629685,34.44
39.71386465545898,26.03
44.36404581521623,13.34
72.14524410674066,23.97
66.21806870864667,28.35
52.15792649563506,20.98
73.04098737969629,32.27
59.19463150546588,26.42
63.543115186233265,33.08
38.79432545142513,25.83
76.0757622689365,38.08
37.62394606568655,5.87
39.910894758938795,15.41
52.14356071027658,18.91
47.95804127713857,26.13
60.287654605080355,17.3
78.72776877408162,33.73
53.47117698701041,21.64
49.641816836815536,22.37
68.39073397610753,40.89
12.527390497274105,14.53
60.43816458068271,24.81
48.86679841048262,34.38
20.75444588552218,12.37
11.218659492949833,9.57
12.892831075284413,9.39
49.54006014133852,21.78
61.01929754172151,30.04
83.49394370686903,38.25
38.33706787833951,15.37
65.91386233520603,33.74
64.36058297271704,23.35
42.84419994351882,13.89
53.76865544632361,24.48
31.94396517776271,9.37
55.53604001890484,17.42
37.83357609689659,19.86
61.923406959815644,30.42
43.92220505108513,19.97
53.1736390897343,23.29
26.572548067126213,21.12
39.64291435545222,14.15
27.41854149859671,14.72
33.67607083035409,22.71
57.98825932307322,31.62
19.615484030382902,9.28
69.52291178943693,27.84
56.87513985803231,17.75
76.36532613726193,37.69
57.39879907313235,28.44
45.55456486469473,17.91
53.67281817333814,32.48
71.4337010701491,24.84
52.57107898875958,22.95
48.28791081346387,25.43
72.21956925231687,22.19
41.823123294797895,22.41
44.58551645375535,24.97
